"","tmp","dt1","dt2"
"1",0.3,2.95788569398379,3.02874642427691
"2",0.59201284107646,4.45654702740133,4.06763277653916
"3",0.88402568215292,5.36210634807368,4.58551358062618
"4",1.17603852322938,5.67107935193613,4.68283287256966
"5",1.46805136430584,5.74846160618719,4.66564990946284
"6",1.7600642053823,5.78006491627402,4.64775194711152
"7",2.05207704645876,5.79867208868041,4.62992264337423
"8",2.34408988753522,5.80859193606382,4.61216173486874
"9",2.63610272861168,5.81137752269135,4.59446895922318
"10",2.92811556968814,5.80822612245295,4.57684405507216
"11",3.2201284107646,5.80007788377019,4.55928676205295
"12",3.51214125184106,5.78768451775111,4.54179682080155
"13",3.80415409291752,5.77165643782124,4.52437397294896
"14",4.09616693399398,5.7524947596466,4.50701796111728
"15",4.38817977507044,5.73061686258468,4.48972852891595
"16",4.6801926161469,5.70637394076693,4.47250542093797
"17",4.97220545722336,5.68006389601542,4.45534838275607
"18",5.26421829829982,5.65194228511961,4.43825716091903
"19",5.55623113937628,5.62222970450939,4.4212315029479
"20",5.84824398045274,5.59111738781707,4.40427115733222
"21",6.1402568215292,5.55877268896218,4.38737587352642
"22",6.43226966260566,5.52534291003914,4.37054540194599
"23",6.72428250368212,5.49095821722719,4.35377949396388
"24",7.01629534475858,5.45573388936021,4.33707790190683
"25",7.30830818583504,5.41977257330139,4.32044037905163
"26",7.6003210269115,5.38316626270241,4.30386667962155
"27",7.89233386798796,5.34599696042634,4.28735655878271
"28",8.18434670906442,5.3083390965261,4.27090977264042
"29",8.47635955014088,5.27025950561818,4.25452607823558
"30",8.76837239121734,5.23181856473414,4.23820523354114
"31",9.0603852322938,5.1930709903967,4.2219469974585
"32",9.35239807337026,5.15406723113068,4.20575112981388
"33",9.64441091444672,5.11485044746515,4.1896173913549
"34",9.93642375552318,5.07546395912186,4.17354554374696
"35",10.2284365965996,5.03594476815703,4.15753534956972
"36",10.5204494376761,4.99632722375254,4.14158657231365
"37",10.8124622787526,4.95664275997577,4.12569897637643
"38",11.104475119829,4.91692015789699,4.10987232705964
"39",11.3964879609055,4.87718612857971,4.09410639056508
"40",11.6885008019819,4.837463963681,4.07840093399149
"41",11.9805136430584,4.79777667511649,4.06275572533104
"42",12.2725264841349,4.75814458871555,4.04717053346591
"43",12.5645393252113,4.71858638215841,4.03164512816484
"44",12.8565521662878,4.67911918712933,4.01617928007979
"45",13.1485650073642,4.63975918790034,4.00077276074253
"46",13.4405778484407,4.60052079941907,3.98542534256127
"47",13.7325906895172,4.56141737507752,3.97013679881722
"48",14.0246035305936,4.52246125787228,3.95490690366142
"49",14.3166163716701,4.48366360054544,3.9397354321112
"50",14.6086292127465,4.44503487685319,3.92462216004699
