"","tmp","dt1","dt2"
"1",0.3,3.26795093267772,3.43446325209206
"2",0.338756277605201,2.91643945545666,3.02688091105492
"3",0.377512555210402,2.86721119523137,2.94326585591781
"4",0.416268832815604,2.72863619895712,2.77617139573993
"5",0.455025110420805,2.63929556889861,2.6655361262286
"6",0.493781388026006,2.58654065482303,2.59594080826964
"7",0.532537665631207,2.55983277239174,2.55521420519538
"8",0.571293943236409,2.54974394419587,2.53298463619556
"9",0.61005022084161,2.54727961606686,2.51977007618854
"10",0.648806498446811,2.5451037377866,2.50804036446261
"11",0.687562776052012,2.54190373561708,2.49636525539208
"12",0.726319053657213,2.53778635710272,2.48474449479766
"13",0.765075331262415,2.5328440015564,2.47317782968326
"14",0.803831608867616,2.52715729431287,2.46166500823051
"15",0.842587886472817,2.52079712622605,2.45020577979327
"16",0.881344164078018,2.51382597167515,2.43879989489219
"17",0.92010044168322,2.50629932649226,2.42744710520926
"18",0.958856719288421,2.49826654827582,2.4161471635824
"19",0.997612996893622,2.48977254941421,2.40489982400008
"20",1.03636927449882,2.48085636795026,2.393704841596
"21",1.07512555210402,2.47155439277223,2.38256197264371
"22",1.11388182970923,2.46189882641691,2.37147097455131
"23",1.15263810731443,2.45191914185858,2.36043160585622
"24",1.19139438491963,2.44164215954704,2.34944362621986
"25",1.23015066252483,2.43109232083571,2.33850679642245
"26",1.26890694013003,2.42029177687094,2.3276208783578
"27",1.30766321773523,2.40926136165963,2.3167856350281
"28",1.34641949534043,2.39801957241503,2.30600083053881
"29",1.38517577294563,2.38658382914251,2.29526623009348
"30",1.42393205055084,2.37497001512961,2.28458159998866
"31",1.46268832815604,2.36319297340635,2.27394670760881
"32",1.50144460576124,2.35126632636367,2.26336132142123
"33",1.54020088336644,2.33920281096424,2.252825210971
"34",1.57895716097164,2.32701421634774,2.24233814687602
"35",1.61771343857684,2.31471130172597,2.23189990082196
"36",1.65646971618204,2.30230475948415,2.22151024555732
"37",1.69522599378724,2.28980382493167,2.21116895488845
"38",1.73398227139245,2.27721568214776,2.20087580367467
"39",1.77273854899765,2.26455399939365,2.19063056782333
"40",1.81149482660285,2.25182143748517,2.18043302428498
"41",1.85025110420805,2.23902712962962,2.17028295104844
"42",1.88900738181325,2.22617790395684,2.16018012713602
"43",1.92776365941845,2.21328032893357,2.15012433259872
"44",1.96651993702365,2.20034053840105,2.1401153485114
"45",2.00527621462885,2.18736432238393,2.13015295696802
"46",2.04403249223406,2.17435715779999,2.12023694107693
"47",2.08278876983926,2.16132420047513,2.11036708495612
"48",2.12154504744446,2.14827033640555,2.10054317372853
"49",2.16030132504966,2.1352001669112,2.09076499351735
"50",2.19905760265486,2.12211788983645,2.0810323314414
