"","tmp","dt1","dt2"
"1",0.3,2.16979323000877,2.28722360477172
"2",0.339797860565787,2.46985807812826,2.6304698132719
"3",0.379595721131574,2.39735408459455,2.57354499597665
"4",0.419393581697361,2.37877208355252,2.56874525996501
"5",0.459191442263148,2.41419987106471,2.61678507935078
"6",0.498989302828935,2.46022542503249,2.67119410821706
"7",0.538787163394722,2.50149062892112,2.71572966100075
"8",0.578585023960509,2.53804020922329,2.75101346806035
"9",0.618382884526296,2.57007808851023,2.77799549198063
"10",0.658180745092083,2.59782461261325,2.79776054741542
"11",0.69797860565787,2.62151739425142,2.8114947536777
"12",0.737776466223657,2.64141079995686,2.8204557448383
"13",0.777574326789444,2.65786348296979,2.82594772696286
"14",0.817372187355231,2.67187670581002,2.82930213162035
"15",0.857170047921018,2.68473113607543,2.83184858309498
"16",0.896967908486805,2.69718674257773,2.83435137560828
"17",0.936765769052592,2.70932288241778,2.8368563800938
"18",0.976563629618379,2.72117054383126,2.83936359850646
"19",1.01636149018417,2.73275627263902,2.84187303280296
"20",1.05615935074995,2.7441036464933,2.84438468494167
"21",1.09595721131574,2.75523242261819,2.84689855688276
"22",1.13575507188153,2.76616126777106,2.84941465058806
"23",1.17555293244731,2.77690603906491,2.85193296802119
"24",1.2153507930131,2.787481034942,2.85445351114748
"25",1.25514865357889,2.79789915211357,2.856976281934
"26",1.29494651414468,2.80817199261246,2.85950128234955
"27",1.33474437471046,2.81831002710975,2.8620285143647
"28",1.37454223527625,2.82832285618391,2.86455797995173
"29",1.41434009584204,2.83821913893153,2.86708968108467
"30",1.45413795640782,2.84800680985765,2.86962361973932
"31",1.49393581697361,2.85769310068742,2.87215979789317
"32",1.5337336775394,2.86728467532302,2.87469821752553
"33",1.57353153810518,2.87678766797113,2.8772388806174
"34",1.61332939867097,2.88620771593414,2.87978178915156
"35",1.65312725923676,2.89554999596525,2.88232694511253
"36",1.69292511980255,2.90481927398272,2.8848743504866
"37",1.73272298036833,2.91402005872173,2.8874240072618
"38",1.77252084093412,2.92315643218335,2.88997591742791
"39",1.81231870149991,2.93223234406247,2.89253008297651
"40",1.85211656206569,2.94125107020063,2.89508650590088
"41",1.89191442263148,2.95021598956636,2.89764518819611
"42",1.93171228319727,2.95913038357172,2.90020613185903
"43",1.97151014376305,2.96799700762072,2.90276933888824
"44",2.01130800432884,2.9768185344253,2.90533481128412
"45",2.05110586489463,2.98559745840212,2.90790255104878
"46",2.09090372546042,2.99433618512581,2.91047256018614
"47",2.1307015860262,3.00303689990037,2.91304484070188
"48",2.17049944659199,3.01170167811932,2.91561939460344
"49",2.21029730715778,3.0203324749387,2.91819622390004
"50",2.25009516772356,3.02893112031011,2.92077533060268
